request_id,citizen_id,office_id,channel,request_type,category,subcategory,created_at,closed_at,status,priority,satisfaction_rating,resolution_hours,cost_soles,department,province,district,latitude,longitude,contact_email,resolution_hours_calc
REQ-1476,CI-832,OF-003,app,queja,seguridad,ruidos,2024-01-13 11:00:00,2024-01-19 21:00:00,en_proceso,media,5.0,160.0,284.16,Lima,Lima,San Isidro,-16.67974,-75.929108,user5639@mail.com,154.0
REQ-1352,CI-482,OF-005,callcenter,reclamo,servicios,,2024-01-06 12:00:00,2024-01-07 07:00:00,abierto,media,4.0,146.0,329.2,Lima,Lima,Miraflores,-13.88436,-74.919949,user7021@mail.com,19.0
REQ-1249,CI-371,OF-004,callcenter,consulta,tributos,arbitrios,2024-01-06 05:00:00,2024-01-08 01:00:00,en_proceso,baja,5.0,80.0,318.09,La Libertad,Trujillo,Victor Larco,-13.896538,-75.834167,user9174@mail.com,44.0
REQ-1079,CI-420,OF-002,presencial,solicitud,salud,vacunas,2024-01-04 04:00:00,2024-01-11 10:00:00,cerrado,alta,4.0,115.0,125.56,Lima,Lima,Surco,,,user9939@mail.com,174.0
REQ-1384,CI-897,OF-005,callcenter,reclamo,servicios,agua,2024-01-02 12:00:00,2024-01-05 15:00:00,abierto,baja,5.0,50.0,288.91,Arequipa,Arequipa,Cayma,-13.744725,-70.425176,user4821@mail.com,75.0
REQ-1231,CI-259,OF-005,email,reclamo,servicios,limpieza,2023-12-27 18:00:00,2024-01-01 09:00:00,en_proceso,alta,3.0,143.0,260.42,Lima,Lima,San Isidro,,,user6201@mail.com,111.0
REQ-1284,CI-664,OF-004,web,solicitud,tributos,predial,2023-12-27 10:00:00,2023-12-29 12:00:00,en_proceso,media,1.0,26.0,51.08,La Libertad,Trujillo,Victor Larco,-14.437346,-77.961017,,50.0
REQ-1509,CI-814,OF-005,callcenter,solicitud,servicios,luz,2023-12-26 22:00:00,2024-01-05 11:00:00,cerrado,baja,5.0,110.0,230.08,Lima,Lima,Surco,-15.409259,-76.03432,user9437@mail.com,229.0
REQ-1466,CI-133,OF-001,app,queja,transporte,semaforos,2023-12-25 18:00:00,2023-12-26 02:00:00,abierto,alta,,146.0,210.57,La Libertad,Trujillo,Victor Larco,-14.279822,-71.647233,user1333@mail.com,8.0
REQ-1510,CI-533,OF-005,presencial,reclamo,servicios,limpieza,2023-12-22 07:00:00,2023-12-24 19:00:00,en_proceso,baja,3.0,24.0,292.17,La Libertad,Trujillo,Victor Larco,,,user3144@mail.com,60.0
REQ-1088,CI-685,OF-004,web,queja,tributos,predial,2023-12-18 07:00:00,2023-12-21 16:00:00,en_proceso,baja,3.0,155.0,225.63,Lima,Lima,Surco,-12.252465,-71.471234,user5951@mail.com,81.0
REQ-1499,CI-217,OF-004,email,reclamo,tributos,arbitrios,2023-12-14 02:00:00,2023-12-23 19:00:00,en_proceso,alta,5.0,29.0,294.65,Lima,Lima,San Isidro,-13.608434,-77.749569,user878@mail.com,233.0
REQ-1094,CI-206,OF-002,presencial,solicitud,salud,abastecimiento,2023-12-12 21:00:00,2023-12-14 14:00:00,en_proceso,media,3.0,232.0,110.3,Lima,Lima,Surco,-12.539478,-74.78891,user7055@mail.com,41.0
REQ-1425,,OF-003,app,solicitud,seguridad,patrullaje,2023-12-12 01:00:00,2023-12-14 12:00:00,cerrado,media,4.0,152.0,178.22,Lima,Lima,San Isidro,-18.018767,-74.152577,user7210@mail.com,59.0
REQ-1377,CI-284,OF-001,app,solicitud,transporte,semaforos,2023-12-10 21:00:00,2023-12-13 16:00:00,cerrado,baja,5.0,87.0,33.98,Lima,Lima,San Isidro,-13.350196,-76.492682,user8820@mail.com,67.0
REQ-1474,CI-826,OF-002,callcenter,queja,salud,abastecimiento,2023-12-05 10:00:00,2023-12-08 02:00:00,cerrado,baja,1.0,84.0,187.1,Lima,Lima,Surco,-15.12781,-70.887399,user9584@mail.com,64.0
REQ-1504,CI-216,OF-002,app,queja,salud,vacunas,2023-12-04 19:00:00,2023-12-07 05:00:00,en_proceso,baja,3.0,13.0,131.99,La Libertad,Trujillo,Victor Larco,-17.227469,-77.65231,user8901@mail.com,58.0
REQ-1348,CI-188,OF-005,email,consulta,servicios,limpieza,2023-12-02 22:00:00,2023-12-06 02:00:00,abierto,media,5.0,134.0,163.91,Arequipa,Arequipa,Cayma,-14.479269,-76.579953,user6753@mail.com,76.0
REQ-1193,CI-987,OF-003,web,reclamo,seguridad,patrullaje,2023-12-02 04:00:00,2023-12-04 13:00:00,abierto,media,2.0,69.0,95.78,Lima,Lima,San Isidro,-11.813363,-75.36302,user9036@mail.com,57.0
REQ-1327,CI-382,OF-002,app,consulta,salud,abastecimiento,2023-12-01 17:00:00,2023-12-05 15:00:00,en_proceso,alta,2.0,55.0,,Lima,Lima,Surco,,,user2559@mail.com,94.0
REQ-1036,CI-582,OF-001,presencial,reclamo,transporte,rutas,2023-11-29 21:00:00,2023-12-05 00:00:00,en_proceso,baja,2.0,118.0,319.24,Lima,Lima,Surco,-14.539969,-72.417183,user4332@mail.com,123.0
REQ-1447,CI-990,OF-003,app,queja,seguridad,ruidos,2023-11-29 16:00:00,2023-12-04 06:00:00,cerrado,media,5.0,199.0,278.87,Lima,Lima,,-12.27992,-73.62581,,110.0
REQ-1095,CI-509,OF-005,presencial,queja,servicios,limpieza,2023-11-29 15:00:00,2023-12-01 12:00:00,en_proceso,alta,5.0,210.0,317.68,Arequipa,Arequipa,Cayma,-13.896894,-78.163656,user9442@mail.com,45.0
REQ-1459,CI-722,OF-001,web,reclamo,transporte,desconocido,2023-11-28 00:00:00,2023-11-29 22:00:00,cerrado,baja,1.0,187.0,252.7,Lima,Lima,,,,user4442@mail.com,46.0
REQ-1454,CI-341,OF-001,presencial,reclamo,transporte,semaforos,2023-11-27 10:00:00,2023-12-01 02:00:00,cerrado,media,3.0,113.0,236.64,Lima,Lima,Miraflores,-15.804908,-72.706633,user8599@mail.com,88.0
REQ-1274,CI-867,OF-003,presencial,solicitud,seguridad,patrullaje,2023-11-27 09:00:00,,cerrado,alta,2.0,158.0,143.71,Lima,Lima,Miraflores,-13.618381,-73.159138,user463@mail.com,
REQ-1244,CI-749,OF-001,presencial,reclamo,transporte,baches,2023-11-27 00:00:00,2023-12-03 03:00:00,en_proceso,alta,2.0,161.0,304.33,Arequipa,Arequipa,Cayma,-15.482099,-69.565711,user7426@mail.com,147.0
REQ-1147,CI-127,OF-001,callcenter,solicitud,transporte,semaforos,2023-11-24 04:00:00,2023-11-28 14:00:00,cerrado,baja,1.0,106.0,70.9,Arequipa,Arequipa,Cayma,,,user8265@mail.com,106.0
REQ-1485,CI-873,OF-001,web,consulta,transporte,semaforos,2023-11-23 04:00:00,2023-11-30 14:00:00,cerrado,media,4.0,51.0,0.38,Arequipa,Arequipa,Cayma,-17.788094,-74.516732,user1359@mail.com,178.0
REQ-1305,CI-883,OF-003,presencial,consulta,seguridad,ruidos,2023-11-19 22:00:00,2023-11-21 06:00:00,en_proceso,baja,2.0,207.0,,Lima,Lima,Miraflores,-13.434253,-74.407305,user7643@mail.com,32.0
REQ-1128,CI-410,OF-002,app,solicitud,salud,citas,2023-11-16 22:00:00,2023-11-21 02:00:00,en_proceso,baja,4.0,169.0,193.82,Arequipa,Arequipa,Cayma,-14.366191,-74.216801,user2561@mail.com,100.0
REQ-1152,CI-348,OF-002,web,queja,salud,citas,2023-11-16 18:00:00,2023-11-21 10:00:00,en_proceso,media,3.0,80.0,-50.0,,Arequipa,Cayma,-13.004179,-77.173318,user5058@mail.com,112.0
REQ-1294,CI-665,OF-003,web,solicitud,seguridad,patrullaje,2023-11-16 13:00:00,2023-11-17 13:00:00,cerrado,baja,1.0,36.0,24.06,Arequipa,Arequipa,Cayma,-18.173137,-70.477379,user697@mail.com,24.0
REQ-1469,CI-271,OF-003,presencial,solicitud,seguridad,ruidos,2023-11-16 02:00:00,2023-11-16 03:00:00,abierto,baja,4.0,185.0,283.05,La Libertad,Trujillo,Victor Larco,-15.074151,-73.614769,user4521@mail.com,1.0
REQ-1011,CI-477,OF-002,email,queja,salud,citas,2023-11-15 03:00:00,2023-11-21 08:00:00,abierto,baja,4.0,102.0,329.51,Lima,Lima,San Isidro,-17.690824,-72.28447,user3979@mail.com,149.0
REQ-1500,CI-668,OF-005,web,reclamo,servicios,limpieza,2023-11-14 20:00:00,2023-11-18 13:00:00,cerrado,baja,,89.0,139.92,Cusco,Cusco,Wanchaq,-17.883553,-72.662834,user779@mail.com,89.0
REQ-1235,CI-488,OF-001,web,consulta,transporte,semaforos,2023-11-13 06:00:00,2023-11-15 16:00:00,abierto,media,1.0,167.0,68.93,Cusco,Cusco,Wanchaq,-15.122545,-70.285677,user200@mail.com,58.0
REQ-1328,CI-608,OF-005,app,consulta,servicios,luz,2023-11-12 19:00:00,2023-11-13 12:00:00,en_proceso,media,3.0,96.0,99.77,Lima,Lima,San Isidro,-11.86334,-76.238469,user1744@mail.com,17.0
REQ-1434,CI-882,OF-003,web,consulta,seguridad,patrullaje,2023-11-11 15:00:00,2023-11-14 09:00:00,abierto,baja,,19.0,229.83,Cusco,Cusco,Wanchaq,-13.77481,-75.658263,user6631@mail.com,66.0
REQ-1325,CI-847,OF-005,callcenter,queja,servicios,agua,2023-11-07 06:00:00,2023-11-12 09:00:00,en_proceso,alta,5.0,50.0,19.84,Lima,Lima,San Isidro,-12.091915,-73.311057,user7703@mail.com,123.0
REQ-1432,CI-725,OF-002,callcenter,solicitud,salud,citas,2023-11-05 03:00:00,2023-11-07 19:00:00,en_proceso,baja,5.0,222.0,282.62,Arequipa,Arequipa,Cayma,-12.75224,-77.639189,user3280@mail.com,64.0
REQ-1456,CI-757,OF-002,presencial,reclamo,salud,,2023-11-04 02:00:00,2023-11-08 03:00:00,cerrado,media,,141.0,121.44,La Libertad,Trujillo,Victor Larco,-16.49626,-76.27305,user7092@mail.com,97.0
REQ-1144,CI-695,OF-005,email,reclamo,servicios,luz,2023-11-03 09:00:00,2023-11-10 12:00:00,cerrado,media,2.0,183.0,132.18,La Libertad,Trujillo,Victor Larco,-16.540857,-75.549377,user9542@mail.com,171.0
REQ-1371,CI-655,OF-005,callcenter,queja,servicios,agua,2023-10-31 05:00:00,2023-11-02 06:00:00,cerrado,baja,2.0,9.0,300.29,Lima,Lima,San Isidro,-16.122817,-75.865204,user4344@mail.com,49.0
REQ-1118,CI-809,OF-004,presencial,reclamo,tributos,arbitrios,2023-10-30 07:00:00,2023-11-06 05:00:00,anulado,baja,3.0,42.0,246.16,Arequipa,Arequipa,Cayma,-13.193179,-78.280279,user7453@mail.com,166.0
REQ-1278,CI-712,OF-004,presencial,reclamo,tributos,multas,2023-10-30 06:00:00,2023-11-06 14:00:00,cerrado,media,5.0,83.0,71.56,Cusco,Cusco,Wanchaq,-14.302282,-76.93926,user4776@mail.com,176.0
REQ-1273,CI-198,OF-002,web,queja,salud,citas,2023-10-30 03:00:00,2023-11-01 09:00:00,abierto,alta,1.0,18.0,88.7,Lima,Lima,Miraflores,-15.373153,-75.282371,user6603@mail.com,54.0
REQ-1154,CI-539,OF-002,web,reclamo,salud,abastecimiento,2023-10-29 04:00:00,2023-11-01 16:00:00,abierto,media,3.0,224.0,44.26,Arequipa,Arequipa,Cayma,-11.711825,-70.527491,user3429@mail.com,84.0
REQ-1479,CI-580,OF-004,callcenter,solicitud,tributos,multas,2023-10-28 18:00:00,2023-11-02 08:00:00,abierto,baja,,74.0,247.86,Lima,Lima,,-18.054743,-74.838836,user2263@mail.com,110.0
REQ-1491,CI-831,OF-005,email,queja,servicios,luz,2023-10-26 18:00:00,2023-11-02 00:00:00,abierto,baja,5.0,28.0,47.45,Lima,Lima,Surco,-14.029338,-74.17755,user2496@mail.com,150.0
REQ-1487,CI-566,OF-005,presencial,reclamo,servicios,luz,2023-10-23 16:00:00,2023-10-29 01:00:00,cerrado,baja,1.0,154.0,65.41,Lima,Lima,Surco,-14.377951,-74.252057,user1496@mail.com,129.0
REQ-1329,CI-573,OF-002,callcenter,queja,salud,citas,2023-10-22 11:00:00,2023-10-28 03:00:00,anulado,media,2.0,206.0,140.22,Lima,Lima,Miraflores,,,user9260@mail.com,136.0
REQ-1008,CI-408,OF-004,email,queja,tributos,arbitrios,2023-10-21 06:00:00,,cerrado,media,3.0,120.0,154.63,La Libertad,Trujillo,Victor Larco,-16.768201,-74.241324,user2781@mail.com,
REQ-1351,CI-550,OF-005,callcenter,queja,servicios,luz,2023-10-17 01:00:00,2023-10-25 23:00:00,en_proceso,alta,2.0,217.0,45.2,Arequipa,Arequipa,Cayma,-14.510012,-70.123247,user9665@mail.com,214.0
REQ-1104,CI-691,OF-003,callcenter,queja,seguridad,patrullaje,2023-10-15 00:00:00,2023-10-18 15:00:00,anulado,media,2.0,147.0,211.99,Lima,Lima,San Isidro,-14.212214,-70.718657,user5051@mail.com,87.0
REQ-1214,CI-246,OF-001,presencial,solicitud,transporte,rutas,2023-10-12 18:00:00,2023-10-22 04:00:00,cerrado,baja,3.0,43.0,41.49,Lima,Lima,Surco,-14.939541,-76.4873,user2775@mail.com,226.0
REQ-1266,CI-372,OF-001,app,solicitud,transporte,semaforos,2023-10-10 22:00:00,2023-10-12 11:00:00,en_proceso,alta,4.0,64.0,78.17,Lima,Lima,Miraflores,-16.007664,-71.076469,user7907@mail.com,37.0
REQ-1410,CI-195,OF-001,callcenter,queja,transporte,semaforos,2023-10-10 15:00:00,2023-10-15 03:00:00,en_proceso,critica,,130.0,287.09,Arequipa,Arequipa,Cayma,-12.925505,-70.800295,user2004@mail.com,108.0
REQ-1429,CI-447,OF-005,presencial,solicitud,servicios,limpieza,2023-10-10 02:00:00,2023-10-10 22:00:00,en_proceso,baja,5.0,176.0,,Arequipa,Arequipa,Cayma,-12.273459,-75.036094,user1806@mail.com,20.0
REQ-1342,CI-592,OF-005,presencial,solicitud,servicios,agua,2023-10-08 14:00:00,2023-10-15 21:00:00,abierto,baja,1.0,208.0,31.34,La Libertad,Trujillo,,-11.590479,-73.635977,user6248@mail.com,175.0
REQ-1349,CI-255,OF-004,email,queja,tributos,arbitrios,2023-10-07 17:00:00,2023-10-12 09:00:00,abierto,media,,151.0,191.78,La Libertad,Trujillo,Victor Larco,-11.523746,-70.481038,user8880@mail.com,112.0
REQ-1386,CI-246,OF-004,app,reclamo,tributos,arbitrios,2023-10-05 17:00:00,2023-10-12 14:00:00,en_proceso,baja,3.0,143.0,112.34,La Libertad,Trujillo,Victor Larco,-16.047766,-75.577484,user2965@mail.com,165.0
REQ-1226,CI-881,OF-005,web,solicitud,servicios,luz,2023-10-03 18:00:00,2023-10-08 01:00:00,en_proceso,baja,2.0,237.0,105.2,Arequipa,Arequipa,Cayma,-11.732921,-70.014383,,103.0
REQ-1382,CI-239,OF-005,email,queja,servicios,luz,2023-10-02 20:00:00,2023-10-07 22:00:00,abierto,media,,152.0,345.96,Lima,Lima,Surco,-17.778375,-74.559145,user6494@mail.com,122.0
REQ-1381,CI-271,OF-001,email,queja,transporte,rutas,2023-09-30 07:00:00,2023-10-08 13:00:00,abierto,baja,5.0,114.0,334.78,Lima,Lima,Miraflores,,,user1814@mail.com,198.0
REQ-1318,CI-478,OF-003,web,solicitud,seguridad,ruidos,2023-09-27 12:00:00,2023-10-06 14:00:00,en_proceso,baja,3.0,194.0,170.72,La Libertad,Trujillo,Victor Larco,-16.275058,-76.144637,user125@mail.com,218.0
REQ-1489,CI-799,OF-001,email,reclamo,transporte,semaforos,2023-09-26 22:00:00,2023-09-29 07:00:00,cerrado,media,1.0,57.0,269.61,Cusco,Cusco,Wanchaq,-17.058362,-70.25429,user406@mail.com,57.0
REQ-1347,CI-936,OF-005,presencial,reclamo,servicios,limpieza,2023-09-26 22:00:00,2023-10-01 18:00:00,abierto,baja,4.0,19.0,136.32,Arequipa,Arequipa,Cayma,-12.007887,-71.346428,user6114@mail.com,116.0
REQ-1364,CI-823,OF-001,app,solicitud,transporte,rutas,2023-09-26 17:00:00,2023-09-26 10:00:00,en_proceso,media,2.0,84.0,154.92,Lima,Lima,Surco,-17.322138,-76.611618,user3551@mail.com,-7.0
REQ-1199,CI-443,OF-004,app,consulta,tributos,multas,2023-09-21 21:00:00,2023-09-20 18:00:00,en_proceso,media,3.0,78.0,248.56,Arequipa,Arequipa,Cayma,-13.010674,-70.787395,user9761@mail.com,-27.0
REQ-1180,CI-899,OF-005,web,solicitud,servicios,limpieza,2023-09-21 20:00:00,2023-09-28 15:00:00,cerrado,baja,4.0,57.0,,Lima,Lima,San Isidro,,,user6480@mail.com,163.0
REQ-1291,CI-232,OF-003,presencial,consulta,seguridad,ruidos,2023-09-21 13:00:00,2023-09-23 07:00:00,,baja,2.0,93.0,34.16,Lima,Lima,Surco,-16.126401,-73.619124,user8990@mail.com,42.0
REQ-1281,CI-546,OF-004,app,queja,tributos,arbitrios,2023-09-19 11:00:00,2023-09-21 22:00:00,en_proceso,alta,3.0,123.0,55.33,Lima,Lima,San Isidro,-12.480565,-72.694919,user9816@mail.com,59.0
REQ-1066,CI-762,OF-002,email,queja,salud,citas,2023-09-16 19:00:00,2023-09-25 10:00:00,cerrado,media,3.0,109.0,313.42,Lima,Lima,Surco,-15.124713,-76.536119,user4951@mail.com,207.0
REQ-1297,CI-164,OF-005,web,reclamo,servicios,luz,2023-09-16 07:00:00,2023-09-24 09:00:00,anulado,alta,5.0,9999.0,279.65,Arequipa,Arequipa,Cayma,-12.023756,-72.852326,user8657@mail.com,194.0
REQ-1317,CI-654,OF-002,callcenter,consulta,salud,vacunas,2023-09-15 05:00:00,2023-09-25 05:00:00,en_proceso,media,4.0,51.0,49.12,Arequipa,Arequipa,Cayma,-16.229102,-72.755289,user2181@mail.com,240.0
REQ-1446,CI-437,OF-005,callcenter,consulta,servicios,agua,2023-09-15 00:00:00,2023-09-15 02:00:00,cerrado,baja,4.0,112.0,259.46,Lima,Lima,San Isidro,-17.278947,-76.762023,user9693@mail.com,2.0
REQ-1260,CI-675,OF-005,app,consulta,servicios,limpieza,2023-09-13 03:00:00,2023-09-20 05:00:00,cerrado,alta,1.0,194.0,13.78,Cusco,Cusco,Wanchaq,-15.032152,-74.20808,user327@mail.com,170.0
REQ-1335,CI-836,OF-004,web,consulta,tributos,predial,2023-09-12 01:00:00,2023-09-21 21:00:00,en_proceso,media,,103.0,116.36,La Libertad,Trujillo,Victor Larco,-18.053063,-77.00984,user4562@mail.com,236.0
REQ-1026,CI-930,OF-003,web,reclamo,seguridad,patrullaje,2023-09-11 22:00:00,2023-09-16 15:00:00,anulado,media,5.0,41.0,127.36,Lima,Lima,Surco,-15.604309,-71.529817,user9796@mail.com,113.0
REQ-1003,CI-482,OF-004,email,solicitud,tributos,predial,2023-09-11 07:00:00,2023-09-12 00:00:00,en_proceso,media,2.0,151.0,77.08,Lima,Lima,Miraflores,-13.457466,-77.970136,user1105@mail.com,17.0
REQ-1142,CI-225,OF-002,app,solicitud,salud,citas,2023-09-09 15:00:00,2023-09-13 07:00:00,en_proceso,baja,3.0,96.0,250.32,Cusco,Cusco,Wanchaq,-15.783689,-72.515043,user2484@mail.com,88.0
REQ-1401,CI-324,OF-002,app,queja,salud,citas,2023-09-08 14:00:00,2023-09-09 12:00:00,cerrado,media,1.0,82.0,32.36,Arequipa,Arequipa,Cayma,,,user4246@mail.com,22.0
REQ-1001,CI-314,OF-003,web,reclamo,seguridad,ruidos,2023-09-08 05:00:00,2023-09-13 04:00:00,en_proceso,critica,5.0,57.0,239.61,Lima,Lima,Miraflores,,,user5169@mail.com,119.0
REQ-1518,CI-117,OF-003,callcenter,solicitud,seguridad,ruidos,2023-09-05 19:00:00,2023-09-11 12:00:00,en_proceso,alta,,65.0,19.18,Lima,Lima,Miraflores,-16.750914,-77.705845,user6366@mail.com,137.0
REQ-1308,CI-637,OF-003,callcenter,queja,seguridad,patrullaje,2023-09-05 09:00:00,2023-09-14 23:00:00,en_proceso,alta,4.0,200.0,67.92,Lima,Lima,Surco,-16.609248,-70.734497,user9016@mail.com,230.0
REQ-1054,CI-902,OF-002,app,solicitud,OTRA,citas,2023-09-04 15:00:00,2023-09-11 11:00:00,en_proceso,media,1.0,93.0,326.87,Lima,Lima,San Isidro,-15.608184,-70.94924,user6896@mail.com,164.0
REQ-1354,CI-419,OF-002,app,queja,salud,citas,2023-09-04 13:00:00,,cerrado,baja,1.0,,-50.0,Cusco,Cusco,Wanchaq,,,user1274@mail.com,
REQ-1031,CI-794,OF-004,web,reclamo,tributos,predial,2023-08-30 20:00:00,2023-09-03 18:00:00,en_proceso,alta,1.0,155.0,53.7,Cusco,Cusco,Wanchaq,-11.842882,-75.15188,user1260@mail.com,94.0
REQ-1490,CI-227,OF-003,presencial,solicitud,seguridad,ruidos,2023-08-27 15:00:00,2023-09-01 00:00:00,cerrado,baja,1.0,194.0,254.97,Cusco,Cusco,Wanchaq,-12.757627,-74.655733,user1611@mail.com,105.0
REQ-1057,CI-161,OF-002,callcenter,queja,salud,citas,2023-08-26 16:00:00,2023-08-31 02:00:00,cerrado,baja,1.0,149.0,33.45,Lima,Lima,San Isidro,-13.930655,-74.950838,user9698@mail.com,106.0
REQ-1053,CI-980,OF-004,presencial,solicitud,tributos,predial,2023-08-23 12:00:00,,cerrado,baja,3.0,,308.35,Lima,Lima,San Isidro,-15.635769,-71.179689,user2182@mail.com,
REQ-1069,CI-868,OF-002,presencial,solicitud,salud,desconocido,2023-08-22 07:00:00,2023-08-30 02:00:00,anulado,baja,1.0,151.0,176.62,Lima,Lima,Miraflores,-15.743837,-72.645137,user613@mail.com,187.0
REQ-1430,CI-710,OF-001,email,queja,transporte,semaforos,2023-08-17 14:00:00,2023-08-21 12:00:00,abierto,baja,3.0,146.0,157.97,La Libertad,Trujillo,Victor Larco,-17.806048,-73.009596,user7355@mail.com,94.0
REQ-1286,CI-920,OF-003,web,reclamo,seguridad,ruidos,2023-08-17 07:00:00,2023-08-26 17:00:00,anulado,media,2.0,238.0,34.51,Arequipa,Arequipa,Cayma,-14.810847,-74.786195,user6552@mail.com,226.0
REQ-1067,CI-825,OF-005,presencial,consulta,servicios,limpieza,2023-08-16 21:00:00,2023-08-22 14:00:00,cerrado,media,3.0,130.0,105.07,Lima,Lima,San Isidro,-12.567721,-70.611547,user2968@mail.com,137.0
REQ-1458,CI-174,OF-002,app,solicitud,salud,abastecimiento,2023-08-15 13:00:00,2023-08-20 18:00:00,en_proceso,media,1.0,122.0,302.49,Arequipa,Arequipa,Cayma,-17.716482,-77.152521,user4988@mail.com,125.0
REQ-1423,,OF-003,web,solicitud,seguridad,patrullaje,2023-08-13 08:00:00,2023-08-17 01:00:00,en_proceso,baja,2.0,129.0,288.37,Arequipa,Arequipa,Cayma,-16.48796,-73.367547,user177@mail.com,89.0
REQ-1439,CI-108,OF-005,email,queja,servicios,agua,2023-08-10 18:00:00,2023-08-11 06:00:00,en_proceso,critica,1.0,207.0,259.27,La Libertad,Trujillo,Victor Larco,-18.006956,-75.216472,user382@mail.com,12.0
REQ-1494,CI-660,OF-004,presencial,solicitud,tributos,arbitrios,2023-08-10 13:00:00,2023-08-14 18:00:00,cerrado,media,,40.0,10.25,La Libertad,Trujillo,Victor Larco,-12.763593,-74.24514,user8594@mail.com,101.0
REQ-1221,CI-756,OF-002,web,reclamo,salud,citas,2023-08-10 08:00:00,2023-08-12 06:00:00,en_proceso,baja,5.0,151.0,225.69,Cusco,Cusco,Wanchaq,-15.987927,-71.552192,user9703@mail.com,46.0
REQ-1373,CI-935,OF-004,presencial,reclamo,tributos,predial,2023-08-10 08:00:00,2023-08-18 00:00:00,cerrado,alta,1.0,33.0,189.06,Cusco,Cusco,Wanchaq,-17.743721,-69.750151,user9528@mail.com,184.0
REQ-1209,CI-126,OF-005,callcenter,consulta,servicios,limpieza,2023-08-10 00:00:00,2023-08-13 16:00:00,cerrado,media,4.0,201.0,255.23,La Libertad,Trujillo,Victor Larco,-13.158915,-71.23343,user9066@mail.com,88.0
REQ-1508,CI-510,OF-005,web,queja,servicios,agua,2023-08-09 19:00:00,2023-08-14 20:00:00,abierto,media,1.0,123.0,242.34,Lima,Lima,Miraflores,-14.991894,-76.462734,user4813@mail.com,121.0
REQ-1280,CI-545,OF-005,email,solicitud,servicios,luz,2023-08-07 07:00:00,2023-08-08 09:00:00,cerrado,media,4.0,114.0,52.63,Cusco,Cusco,Wanchaq,-12.501071,-71.743752,user378@mail.com,26.0
REQ-1464,CI-301,OF-005,presencial,consulta,servicios,luz,2023-08-06 21:00:00,2023-08-09 23:00:00,en_proceso,baja,4.0,74.0,234.06,Lima,Lima,Miraflores,-15.433176,-77.588587,user8822@mail.com,74.0
REQ-1052,CI-914,OF-005,app,reclamo,OTRA,luz,2023-08-05 15:00:00,2023-08-08 12:00:00,en_proceso,baja,5.0,148.0,,Cusco,Cusco,Wanchaq,,,user794@mail.com,69.0
REQ-1156,CI-986,OF-004,presencial,reclamo,tributos,multas,2023-08-03 15:00:00,2023-08-06 03:00:00,en_proceso,alta,4.0,185.0,285.04,Lima,Lima,Surco,,,user3078@mail.com,60.0
REQ-1171,CI-421,OF-001,web,reclamo,transporte,rutas,2023-07-31 20:00:00,2023-08-02 14:00:00,abierto,baja,1.0,22.0,342.97,Arequipa,Arequipa,Cayma,-16.199528,-69.803515,user2812@mail.com,42.0
REQ-1051,CI-747,OF-004,presencial,reclamo,tributos,predial,2023-07-31 01:00:00,2023-08-06 03:00:00,en_proceso,baja,5.0,44.0,113.28,La Libertad,Trujillo,Victor Larco,-16.239348,-73.34538,user8429@mail.com,146.0
REQ-1457,CI-495,OF-001,email,consulta,transporte,rutas,2023-07-28 22:00:00,2023-08-03 03:00:00,cerrado,baja,2.0,-5.0,283.63,Lima,Lima,San Isidro,-14.608703,-75.90246,user3955@mail.com,125.0
REQ-1411,CI-166,OF-004,web,queja,tributos,arbitrios,2023-07-28 01:00:00,2023-08-05 21:00:00,en_proceso,baja,4.0,207.0,92.25,La Libertad,Trujillo,Victor Larco,-14.979415,-69.545829,user3767@mail.com,212.0
REQ-1245,CI-623,OF-002,presencial,reclamo,salud,citas,2023-07-23 23:00:00,2023-07-31 22:00:00,en_proceso,media,2.0,145.0,300.97,Arequipa,Arequipa,Cayma,-17.885132,-73.701594,user8839@mail.com,191.0
REQ-1025,CI-251,OF-002,web,reclamo,salud,vacunas,2023-07-22 05:00:00,2023-07-28 16:00:00,abierto,alta,1.0,46.0,332.95,La Libertad,Trujillo,Victor Larco,-14.889416,-71.709988,user9495@mail.com,155.0
REQ-1438,CI-843,OF-001,email,reclamo,transporte,rutas,2023-07-21 02:00:00,2023-07-25 20:00:00,cerrado,baja,1.0,211.0,216.16,,Lima,Surco,-13.314396,-73.310788,user6902@mail.com,114.0
REQ-1406,CI-286,OF-001,presencial,consulta,transporte,baches,2023-07-20 21:00:00,2023-07-28 21:00:00,en_proceso,alta,,64.0,302.12,Lima,Lima,Miraflores,-13.454838,-78.041381,user8649@mail.com,192.0
REQ-1316,CI-657,OF-004,app,solicitud,tributos,arbitrios,2023-07-20 17:00:00,2023-07-28 22:00:00,anulado,baja,5.0,116.0,96.22,Lima,Lima,Miraflores,-11.744392,-77.92867,user7560@mail.com,197.0
REQ-1073,CI-834,OF-004,web,consulta,tributos,multas,2023-07-20 06:00:00,2023-07-21 13:00:00,cerrado,baja,4.0,212.0,273.5,La Libertad,Trujillo,Victor Larco,-15.935845,-71.685656,user762@mail.com,31.0
REQ-1050,CI-154,OF-003,web,solicitud,seguridad,patrullaje,2023-07-19 12:00:00,2023-07-25 12:00:00,en_proceso,media,4.0,107.0,248.55,Cusco,Cusco,Wanchaq,-14.925713,-77.755964,user506@mail.com,144.0
