request_id,citizen_id,office_id,channel,request_type,category,subcategory,created_at,closed_at,status,priority,satisfaction_rating,resolution_hours,cost_soles,department,province,district,latitude,longitude,contact_email,contact_phone
REQ-1243,CI-575,OF-004,email,solicitud,tributos,predial,2024-09-09T20:00:00,2024-09-09T21:00:00,en_proceso,media,3,33,113.01,Arequipa,Arequipa,Cayma,-15.750596,-72.977514,user1580@mail.com,
REQ-1244,CI-749,OF-001,presencial,reclamo,transporte,baches,2023-11-27T00:00:00,2023-12-03T03:00:00,en_proceso,alta,2,161,304.33,Arequipa,Arequipa,Cayma,-15.482099,-69.565711,user7426@mail.com,993391160
REQ-1245,CI-623,OF-002,presencial,reclamo,salud,citas,2023-07-23T23:00:00,2023-07-31T22:00:00,en_proceso,media,2,145,300.97,Arequipa,Arequipa,Cayma,-17.885132,-73.701594,user8839@mail.com,940926924
REQ-1246,CI-264,OF-002,app,reclamo,salud,abastecimiento,2024-03-05T12:00:00,2024-03-11T20:00:00,abierto,alta,1,58,337.18,Lima,Lima,Surco,-17.25905,-74.887035,user9600@mail.com,930380452
REQ-1247,CI-985,OF-003,presencial,solicitud,seguridad,ruidos,2024-03-18T13:00:00,2024-03-16T15:00:00,cerrado,alta,3,216,253.42,Lima,Lima,Surco,-12.1383,-72.737611,user5388@mail.com,966323846
REQ-1248,CI-687,OF-005,web,solicitud,servicios,limpieza,2024-03-18T21:00:00,2024-03-28T14:00:00,abierto,media,1,162,331.08,Lima,Lima,Miraflores,-16.241745,-74.790705,user465@mail.com,971286924
REQ-1249,CI-371,OF-004,callcenter,consulta,tributos,arbitrios,2024-01-06T05:00:00,2024-01-08T01:00:00,en_proceso,baja,5,80,318.09,La Libertad,Trujillo,Victor Larco,-13.896538,-75.834167,user9174@mail.com,982243277
REQ-1250,CI-121,OF-005,app,solicitud,servicios,luz,2024-07-23T17:00:00,2024-07-29T19:00:00,abierto,baja,5,149,139.87,Arequipa,Arequipa,Cayma,-12.246352,-69.68782,user4285@mail.com,958851081
,CI-673,OF-004,email,queja,tributos,arbitrios,2024-05-03T22:00:00,2024-05-05T12:00:00,abierto,baja,3,146,88.2,La Libertad,Trujillo,Victor Larco,-18.015234,-73.120353,user7059@mail.com,927898844
REQ-1252,,OF-004,app,solicitud,tributos,multas,2024-04-30T04:00:00,2024-05-09T05:00:00,en_proceso,baja,3,46,247.54,Lima,Lima,Surco,-14.852132,-76.838903,user6577@mail.com,936925055
REQ-1253,CI-252,OF-004,web,queja,tributos,multas,2023-05-04T09:00:00,2023-05-14T09:00:00,en_proceso,baja,2,152,181.47,Lima,Lima,Miraflores,-14.865738,-73.06847,user5528@mail.com,971024383
REQ-1254,CI-545,OF-004,web,solicitud,tributos,predial,2024-05-18T03:00:00,2024-05-21T14:00:00,en_proceso,media,3,128,347.3,Lima,Lima,Surco,-13.035354,-72.209885,user8644@mail.com,915587825
REQ-1255,,OF-001,presencial,consulta,transporte,desconocido,2024-02-04T07:00:00,2024-02-08T07:00:00,cerrado,media,2,37,209.56,Arequipa,Arequipa,Cayma,-13.72083,-70.562497,user6928@mail.com,986576546
REQ-1256,CI-367,OF-001,web,solicitud,transporte,semaforos,2023-03-30T17:00:00,2023-04-08T18:00:00,en_proceso,baja,1,121,167.59,Lima,Lima,Miraflores,-16.668078,-71.002147,user3023@mail.com,921221679
REQ-1257,CI-246,OF-005,callcenter,queja,servicios,agua,2024-12-02T02:00:00,2024-12-06T11:00:00,en_proceso,baja,2,186,326.48,Lima,Lima,Surco,-17.942519,-70.386323,user3829@mail.com,910792100
REQ-1258,CI-924,OF-003,presencial,queja,seguridad,iluminacion,2024-02-25T22:00:00,2024-03-06T08:00:00,en_proceso,baja,4,33,294.05,Lima,Lima,Surco,-16.805724,-74.847869,user6845@mail.com,971818207
REQ-1259,CI-553,OF-001,presencial,solicitud,transporte,rutas,2024-11-14T05:00:00,2024-11-17T03:00:00,anulado,media,2,165,140.66,Lima,Lima,San Isidro,-17.190422,-75.651584,user4026@mail.com,927522806
REQ-1260,CI-675,OF-005,app,consulta,servicios,limpieza,2023-09-13T03:00:00,2023-09-20T05:00:00,cerrado,alta,1,194,13.78,Cusco,Cusco,Wanchaq,-15.032152,-74.20808,user327@mail.com,988675126
REQ-1261,CI-632,OF-001,whatsapp,consulta,transporte,semaforos,2023-02-23T20:00:00,2023-02-26T10:00:00,cerrado,baja,4,87,14.16,La Libertad,Trujillo,Victor Larco,-11.532852,-72.58976,user1315@mail.com,954683613
REQ-1262,CI-482,OF-001,presencial,reclamo,transporte,semaforos,2023-03-19T00:00:00,2023-03-26T18:00:00,abierto,alta,5,19,54.69,La Libertad,Trujillo,Victor Larco,,-69.778012,user5422@mail.com,999246477
REQ-1263,CI-874,OF-002,presencial,solicitud,salud,abastecimiento,2024-08-29T09:00:00,2024-09-04T19:00:00,en_proceso,media,2,110,87.83,Lima,Lima,Surco,-13.272531,-73.725042,user_at_mail.com,947775463
REQ-1264,CI-915,OF-004,app,solicitud,tributos,desconocido,2023-06-06T04:00:00,2023-06-14T01:00:00,cerrado,media,1,224,48.8,Lima,Lima,Surco,-15.644236,-70.667745,user2448@mail.com,963609010
REQ-1265,CI-746,OF-002,callcenter,consulta,salud,abastecimiento,2024-09-25T13:00:00,2024-10-02T02:00:00,abierto,baja,,88,253.66,La Libertad,Trujillo,Victor Larco,-12.410547,-75.173892,user7759@mail.com,918472493
REQ-1266,CI-372,OF-001,app,solicitud,transporte,semaforos,2023-10-10T22:00:00,2023-10-12T11:00:00,en_proceso,alta,4,64,78.17,Lima,Lima,Miraflores,-16.007664,-71.076469,user7907@mail.com,985413975
REQ-1267,CI-380,OF-004,callcenter,reclamo,tributos,multas,2024-09-13T14:00:00,2024-09-16T15:00:00,abierto,baja,1,32,18.35,Lima,Lima,Surco,-14.497747,-75.180602,user5166@mail.com,960335546
REQ-1268,CI-218,OF-003,presencial,reclamo,seguridad,patrullaje,2024-10-22T21:00:00,,abierto,media,2,123,14.84,Lima,Lima,San Isidro,-13.117864,-69.950306,user2256@mail.com,977187230
REQ-1269,CI-562,OF-001,app,solicitud,transporte,semaforos,2023-07-09T03:00:00,2023-07-09T14:00:00,en_proceso,baja,2,52,,La Libertad,Trujillo,Victor Larco,-13.193271,,user3512@mail.com,989625763
REQ-1270,CI-263,OF-001,web,consulta,transporte,semaforos,2024-10-23T06:00:00,2024-10-27T19:00:00,cerrado,baja,3,107,228.77,Lima,Lima,Surco,-13.038027,-70.413305,user4949@mail.com,abc123
REQ-1271,CI-388,OF-004,presencial,consulta,tributos,predial,2024-11-18T08:00:00,2024-11-27T16:00:00,abierto,media,1,167,15.44,Arequipa,Arequipa,Cayma,-12.60287,-74.5819,user8005@mail.com,941074206
REQ-1272,CI-980,OF-002,email,consulta,salud,abastecimiento,2024-10-09T23:00:00,2024-10-11T16:00:00,cerrado,,2,212,-50.0,Lima,Lima,Miraflores,-12.682929,-70.573493,user8215@mail.com,983014006
REQ-1273,CI-198,OF-002,web,queja,salud,citas,2023-10-30T03:00:00,2023-11-01T09:00:00,abierto,alta,1,18,88.7,Lima,Lima,Miraflores,-15.373153,-75.282371,user6603@mail.com,911418473
REQ-1274,CI-867,OF-003,presencial,solicitud,seguridad,patrullaje,2023-11-27T09:00:00,,cerrado,alta,2,158,143.71,Lima,Lima,Miraflores,-13.618381,-73.159138,user463@mail.com,977953702
REQ-1275,CI-218,OF-001,presencial,reclamo,transporte,semaforos,2024-09-11T18:00:00,2024-09-12T01:00:00,en_proceso,baja,6,6,247.94,La Libertad,Trujillo,Victor Larco,-15.732468,-73.608638,user6859@mail.com,973573301
REQ-1276,CI-109,OF-003,presencial,consulta,seguridad,patrullaje,2024-05-06T06:00:00,2024-05-08T07:00:00,cerrado,media,2,26,60.35,Arequipa,Arequipa,Cayma,-13.956243,-73.627375,user1162@mail.com,929610873
REQ-1277,CI-176,OF-004,email,queja,tributos,arbitrios,2023-03-09T17:00:00,2023-03-10T15:00:00,cerrado,alta,1,95,97.09,Lima,Lima,Surco,-15.087802,-71.238698,user5595@mail.com,950734662
REQ-1278,CI-712,OF-004,presencial,reclamo,tributos,multas,2023-10-30T06:00:00,2023-11-06T14:00:00,cerrado,media,5,83,71.56,Cusco,Cusco,Wanchaq,-14.302282,-76.93926,user4776@mail.com,995710818
REQ-1279,CI-243,OF-002,web,consulta,salud,citas,2023-02-12T02:00:00,2023-02-15T02:00:00,abierto,media,6,201,33.56,La Libertad,Trujillo,Victor Larco,-13.598947,-76.655965,,abc123
REQ-1280,CI-545,OF-005,email,solicitud,servicios,luz,2023-08-07T07:00:00,2023-08-08T09:00:00,cerrado,media,4,114,52.63,Cusco,Cusco,Wanchaq,-12.501071,-71.743752,user378@mail.com,982647307
REQ-1281,CI-546,OF-004,app,queja,tributos,arbitrios,2023-09-19T11:00:00,2023-09-21T22:00:00,en_proceso,alta,3,123,55.33,Lima,Lima,San Isidro,-12.480565,-72.694919,user9816@mail.com,981261098
REQ-1282,CI-829,OF-001,web,queja,transporte,baches,2023-07-03T17:00:00,2023-07-02T08:00:00,cerrado,media,3,186,62.62,Arequipa,Arequipa,Cayma,-11.954594,-76.289181,user144@mail.com,953684898
REQ-1283,CI-957,OF-004,callcenter,solicitud,tributos,predial,2024-05-30T15:00:00,2024-05-29T11:00:00,cerrado,baja,5,95,294.68,Lima,Lima,Miraflores,-14.150548,-74.788283,user6160@mail.com,950200620
REQ-1284,CI-664,OF-004,web,solicitud,tributos,predial,2023-12-27T10:00:00,2023-12-29T12:00:00,en_proceso,media,1,26,51.08,La Libertad,Trujillo,Victor Larco,-14.437346,-77.961017,,939352584
REQ-1285,CI-528,OF-005,presencial,solicitud,servicios,agua,2024-03-13T17:00:00,2024-03-19T19:00:00,en_proceso,alta,1,17,57.19,Lima,Lima,Miraflores,-16.421098,-74.156019,user1083@mail.com,939406359
REQ-1286,CI-920,OF-003,web,reclamo,seguridad,ruidos,2023-08-17T07:00:00,2023-08-26T17:00:00,anulado,media,2,238,34.51,Arequipa,Arequipa,Cayma,-14.810847,-74.786195,user6552@mail.com,966276356
REQ-1287,CI-194,OF-002,web,queja,salud,vacunas,2023-07-01T01:00:00,2023-06-30T12:00:00,en_proceso,alta,3,171,200.2,Lima,Lima,Miraflores,-17.093016,-75.712093,user1638@mail.com,915226739
REQ-1288,CI-967,OF-003,callcenter,reclamo,seguridad,patrullaje,2024-04-17T04:00:00,2024-04-24T17:00:00,abierto,baja,5,225,41.2,Lima,Lima,Miraflores,-11.511888,-77.365012,user1204@mail.com,947913187
REQ-1289,CI-107,OF-002,whatsapp,solicitud,salud,citas,2024-05-13T10:00:00,2024-05-15T00:00:00,abierto,baja,5,155,173.38,Lima,Lima,Surco,-12.121044,-72.01294,user6847@mail.com,915160548
REQ-1290,CI-574,OF-005,email,reclamo,servicios,luz,2024-08-28T07:00:00,2024-09-02T03:00:00,en_proceso,alta,1,210,80.32,Arequipa,Arequipa,Cayma,-16.497249,-76.111707,user8696@mail.com,940765501
REQ-1291,CI-232,OF-003,presencial,consulta,seguridad,ruidos,2023-09-21T13:00:00,2023-09-23T07:00:00,cerrrado,baja,2,93,34.16,Lima,Lima,Surco,-16.126401,-73.619124,user8990@mail.com,995768162
,CI-806,OF-005,presencial,solicitud,servicios,limpieza,2023-12-26T00:00:00,2023-12-29T16:00:00,cerrado,alta,4,27,282.55,Cusco,Cusco,Wanchaq,-16.777188,-76.788707,user7921@mail.com,988699165
REQ-1293,CI-955,OF-003,presencial,consulta,seguridad,ruidos,2024-03-11T09:00:00,2024-03-11T19:00:00,cerrado,baja,3,171,337.43,Lima,Lima,San Isidro,-13.537425,-71.15876,user2508@mail.com,947670632
REQ-1294,CI-665,OF-003,web,solicitud,seguridad,patrullaje,2023-11-16T13:00:00,2023-11-17T13:00:00,cerrado,baja,1,36,24.06,Arequipa,Arequipa,Cayma,-18.173137,-70.477379,user697@mail.com,972978060
REQ-1295,CI-704,,email,consulta,tributos,arbitrios,2023-09-13T19:00:00,2023-09-22T23:00:00,cerrado,media,3,166,211.84,Lima,Lima,Miraflores,-11.648634,-74.850095,user3133@mail.com,943948523
REQ-1296,CI-292,OF-002,app,solicitud,salud,vacunas,2024-03-23T01:00:00,2024-03-25T18:00:00,abierto,media,1,201,311.13,Lima,Lima,Miraflores,-13.186227,-73.781462,user3340@mail.com,965486192
REQ-1297,CI-164,OF-005,web,reclamo,servicios,luz,2023-09-16T07:00:00,2023-09-24T09:00:00,anulado,alta,5,9999,279.65,Arequipa,Arequipa,Cayma,-12.023756,-72.852326,user8657@mail.com,910452426
REQ-1298,CI-578,OF-004,email,queja,tributos,predial,2024-11-28T17:00:00,2024-12-03T10:00:00,cerrado,baja,2,56,129.81,,Lima,Miraflores,-16.481741,-70.236169,user6704@mail.com,926143367
REQ-1299,CI-742,OF-999,web,consulta,servicios,agua,2023-06-26T05:00:00,2023-06-28T17:00:00,cerrado,media,2,9999,73.17,Lima,Lima,San Isidro,-16.2235,-77.948524,user7365@mail.com,940282898
REQ-1300,CI-261,OF-005,email,reclamo,servicios,luz,2024-03-11T05:00:00,2024-03-17T18:00:00,cerrado,media,3,67,212.2,La Libertad,Trujillo,Victor Larco,-12.851376,-70.979387,user3216@mail.com,964467723
REQ-1301,CI-958,OF-002,presencial,reclamo,salud,abastecimiento,2024-10-13T02:00:00,2024-10-13T00:00:00,abierto,media,4,185,221.85,Lima,Lima,Miraflores,-13.257135,-75.603418,user2698@mail.com,947085870
REQ-1302,CI-690,OF-005,app,consulta,servicios,luz,2024-06-18T02:00:00,2024-06-19T17:00:00,abierto,alta,9,160,275.91,Lima,Lima,Surco,-15.657717,-78.136552,user7122@mail.com,972721659
REQ-1303,CI-976,OF-005,presencial,reclamo,servicios,agua,2023-03-04T08:00:00,2023-03-12T22:00:00,abierto,baja,4,65,292.21,Lima,Lima,Miraflores,-12.235627,-70.262886,user82@mail.com,945112407
REQ-1304,CI-994,OF-001,app,consulta,transporte,rutas,2024-02-04T05:00:00,2024-02-08T00:00:00,cerrado,baja,3,222,305.71,Lima,Lima,San Isidro,-15.498029,-76.438288,user6047@mail.com,955624728
REQ-1305,CI-883,OF-003,presencial,consulta,seguridad,ruidos,2023-11-19T22:00:00,2023-11-21T06:00:00,en_proceso,baja,2,207,,Lima,Lima,Miraflores,-13.434253,-74.407305,user7643@mail.com,926613309
REQ-1306,CI-230,OF-005,email,queja,servicios,agua,2024-12-05T12:00:00,2024-12-09T02:00:00,en_proceso,media,3,187,99.28,Arequipa,Arequipa,Cayma,-17.398004,-71.977001,user6808@mail.com,910412599
REQ-1307,CI-233,OF-005,email,solicitud,servicios,limpieza,2023-02-13T11:00:00,2023-02-20T05:00:00,cerrrado,alta,2,127,327.46,Cusco,Cusco,Wanchaq,-15.283013,-71.383413,user760@mail.com,979704534
REQ-1308,CI-637,OF-003,callcenter,queja,seguridad,patrullaje,2023-09-05T09:00:00,2023-09-14T23:00:00,en_proceso,alta,4,200,67.92,Lima,Lima,Surco,-16.609248,-70.734497,user9016@mail.com,980948559
REQ-1309,CI-847,OF-004,web,consulta,tributos,predial,2024-07-02T11:00:00,2024-07-08T16:00:00,en_proceso,critica,2,38,115.62,Lima,Lima,Miraflores,-16.22747,-71.549304,user5073@mail.com,986434517
REQ-1310,CI-632,OF-002,email,queja,salud,vacunas,2023-01-04T11:00:00,2023-01-08T20:00:00,cerrado,baja,2,231,243.3,Arequipa,Arequipa,Cayma,-15.291207,-78.230541,user2413@mail.com,abc123
REQ-1311,CI-589,OF-002,web,queja,salud,abastecimiento,2024-06-10T13:00:00,2024-06-16T23:00:00,en_proceso,alta,1,15,40.87,Cusco,Cusco,Wanchaq,-14.823874,-77.824489,user3168@mail.com,992126467
REQ-1312,CI-233,OF-005,presencial,consulta,servicios,agua,2024-07-22T02:00:00,2024-07-30T01:00:00,cerrado,media,4,,134.57,Lima,Lima,Miraflores,-11.620718,-73.411208,user9860@mail.com,918964953
REQ-1313,CI-453,OF-004,web,reclamo,tributos,predial,2024-04-03T02:00:00,2024-04-12T15:00:00,cerrado,baja,3,152,17.21,Lima,Lima,San Isidro,-12.407462,-75.592796,user2308@mail.com,963094995
REQ-1314,,OF-004,presencial,reclamo,tributos,predial,2024-06-11T05:00:00,2024-06-17T01:00:00,cerrado,baja,1,,80.12,Cusco,Cusco,Wanchaq,-11.769559,-78.293732,user9644@mail.com,983094754
REQ-1315,CI-278,OF-001,email,reclamo,transporte,baches,2024-08-04T12:00:00,2024-08-09T09:00:00,cerrado,critica,5,152,-50.0,La Libertad,Trujillo,Victor Larco,-16.400933,-74.63035,user9978@mail.com,982726901
REQ-1316,CI-657,OF-004,app,solicitud,tributos,arbitrios,2023-07-20T17:00:00,2023-07-28T22:00:00,anulado,baja,5,116,96.22,Lima,Lima,Miraflores,-11.744392,-77.92867,user7560@mail.com,976424119
REQ-1317,CI-654,OF-002,callcenter,consulta,salud,vacunas,2023-09-15T05:00:00,2023-09-25T05:00:00,en_proceso,media,4,51,49.12,Arequipa,Arequipa,Cayma,-16.229102,-72.755289,user2181@mail.com,981498200
REQ-1318,CI-478,OF-003,web,solicitud,seguridad,ruidos,2023-09-27T12:00:00,2023-10-06T14:00:00,en_proceso,baja,3,194,170.72,La Libertad,Trujillo,Victor Larco,-16.275058,-76.144637,user125@mail.com,936059652
REQ-1319,CI-116,OF-005,whatsapp,reclamo,servicios,limpieza,2024-10-20T03:00:00,2024-10-23T04:00:00,anulado,alta,1,199,123.85,Cusco,Cusco,Wanchaq,-15.634353,-73.737091,user2000@mail.com,989421300
REQ-1320,,OF-003,callcenter,consulta,seguridad,patrullaje,2024-05-29T04:00:00,2024-06-01T10:00:00,anulado,alta,1,208,242.61,Lima,Lima,Surco,-18.029849,-70.106829,user103@mail.com,915288472
REQ-1321,CI-752,OF-004,callcenter,solicitud,tributos,predial,2023-01-07T04:00:00,2023-01-11T02:00:00,cerrado,critica,2,236,129.09,Lima,Lima,San Isidro,-11.836989,-77.873661,user3579@mail.com,933202743
REQ-1322,CI-258,OF-005,web,consulta,servicios,agua,2024-09-25T02:00:00,2024-09-30T13:00:00,cerrado,alta,4,98,314.88,Arequipa,Arequipa,Cayma,-16.584704,-77.57975,user870@mail.com,983735740
REQ-1323,CI-908,OF-005,email,reclamo,servicios,luz,2024-07-23T09:00:00,2024-07-26T06:00:00,en_proceso,media,4,189,260.28,Cusco,Cusco,Wanchaq,-16.733598,-71.225824,user4749@mail.com,943169938
REQ-1324,CI-912,,app,queja,seguridad,ruidos,2023-07-12T05:00:00,2023-07-12T15:00:00,cerrado,baja,5,126,212.3,La Libertad,Trujillo,Victor Larco,-12.27167,-73.832384,user8289@mail.com,986359325
REQ-1325,CI-847,OF-005,callcenter,queja,servicios,agua,2023-11-07T06:00:00,2023-11-12T09:00:00,en_proceso,alta,5,50,19.84,Lima,Lima,San Isidro,-12.091915,-73.311057,user7703@mail.com,921092802
REQ-1326,CI-137,OF-003,email,reclamo,seguridad,desconocido,2024-01-25T10:00:00,2024-01-27T16:00:00,en_proceso,media,4,167,306.91,Lima,Lima,Surco,,-77.567334,user4622@mail.com,933640730
REQ-1327,CI-382,OF-002,app,consulta,salud,abastecimiento,2023-12-01T17:00:00,2023-12-05T15:00:00,en_proceso,alta,2,55,,Lima,Lima,Surco,-11.891865,,user2559@mail.com,913442087
REQ-1328,CI-608,OF-005,app,consulta,servicios,luz,2023-11-12T19:00:00,2023-11-13T12:00:00,en_proceso,media,3,96,99.77,Lima,Lima,San Isidro,-11.86334,-76.238469,user1744@mail.com,928368925
REQ-1329,CI-573,OF-002,callcenter,queja,salud,citas,2023-10-22T11:00:00,2023-10-28T03:00:00,anulado,media,2,206,140.22,Lima,Lima,Miraflores,-13.482766,,user9260@mail.com,968397609
REQ-1330,CI-125,OF-001,web,queja,transporte,baches,2024-08-25T15:00:00,2024-09-01T18:00:00,en_proceso,alta,1,6,262.16,Lima,Lima,Surco,-14.276717,-73.605098,user9045@mail.com,919119383
REQ-1331,CI-596,OF-003,web,solicitud,seguridad,iluminacion,2024-08-07T08:00:00,2024-08-10T00:00:00,abierto,baja,3,112,64.06,La Libertad,Trujillo,Victor Larco,-13.584476,-73.861507,user9683@mail.com,989875834
REQ-1332,,OF-005,app,reclamo,servicios,agua,2023-03-27T14:00:00,2023-03-27T20:00:00,cerrado,media,5,75,324.73,Arequipa,Arequipa,Cayma,-17.99541,-71.116863,user1157@mail.com,983365847
REQ-1333,CI-910,OF-002,email,solicitud,salud,abastecimiento,2024-05-31T04:00:00,2024-06-05T03:00:00,cerrado,baja,4,171,222.39,Lima,Lima,Surco,-17.910998,-75.308229,user1932@mail.com,944715608
REQ-1334,CI-255,OF-001,app,queja,transporte,semaforos,2024-07-28T10:00:00,2024-07-29T13:00:00,en_proceso,baja,3,149,266.02,La Libertad,Trujillo,Victor Larco,-15.475573,-73.616423,user2049@mail.com,910046077
REQ-1335,CI-836,OF-004,web,consulta,tributos,predial,2023-09-12T01:00:00,2023-09-21T21:00:00,en_proceso,media,,103,116.36,La Libertad,Trujillo,Victor Larco,-18.053063,-77.00984,user4562@mail.com,950545587
REQ-1336,CI-434,OF-005,presencial,solicitud,servicios,limpieza,2024-01-21T08:00:00,2024-01-27T04:00:00,en_proceso,media,5,207,320.3,La Libertad,Trujillo,Victor Larco,-11.665786,-74.937552,user9004@mail.com,969102324
REQ-1337,CI-202,OF-005,email,consulta,servicios,luz,2024-01-17T19:00:00,2024-01-18T10:00:00,en_proceso,baja,1,153,229.62,Arequipa,Arequipa,Cayma,-16.182411,-77.277019,user8690@mail.com,987895123
REQ-1338,CI-490,OF-002,presencial,solicitud,salud,vacunas,2024-12-18T09:00:00,2024-12-18T23:00:00,abierto,media,5,,121.46,Lima,Lima,Miraflores,-18.138654,-70.112761,user6972@mail.com,931510288
REQ-1339,CI-300,OF-001,presencial,consulta,transporte,baches,2023-01-14T08:00:00,2023-01-19T03:00:00,abierto,media,3,219,57.44,Cusco,Cusco,Wanchaq,-17.689864,-71.925978,user2698@mail.com,917176785
REQ-1340,CI-965,OF-001,web,reclamo,transporte,semaforos,2023-06-07T22:00:00,2023-06-12T17:00:00,en_proceso,media,4,175,329.03,La Libertad,Trujillo,Victor Larco,-12.735487,-77.736199,user7183@mail.com,963437980
REQ-1341,CI-112,OF-001,web,queja,transporte,rutas,2024-02-10T14:00:00,2024-02-15T16:00:00,en_proceso,media,1,216,148.74,Lima,Lima,San Isidro,-16.331677,-76.21046,user5890@mail.com,945118439
REQ-1342,CI-592,OF-005,presencial,solicitud,servicios,agua,2023-10-08T14:00:00,2023-10-15T21:00:00,abierto,baja,1,208,31.34,La Libertad,Trujillo,,-11.590479,-73.635977,user6248@mail.com,943907858
REQ-1343,CI-146,OF-001,email,solicitud,,rutas,2024-01-31T03:00:00,2024-01-31T06:00:00,en_proceso,alta,,96,134.3,Lima,Lima,Miraflores,-16.265282,-70.244577,user3855@mail.com,984226768
REQ-1344,CI-543,OF-004,app,consulta,tributos,predial,2023-03-17T00:00:00,2023-03-26T16:00:00,cerrado,alta,6,223,30.29,Lima,Lima,Miraflores,-13.482666,,user3684@mail.com,947875241
REQ-1345,CI-471,OF-004,web,solicitud,tributos,arbitrios,2023-01-24T22:00:00,2023-01-31T07:00:00,abierto,baja,1,34,151.06,La Libertad,Trujillo,Victor Larco,-13.081197,-75.27344,user8553@mail.com,987485535
REQ-1346,CI-717,OF-004,callcenter,queja,tributos,arbitrios,2023-02-24T22:00:00,2023-03-06T08:00:00,anulado,alta,3,69,320.69,Lima,Lima,Miraflores,,-75.380497,user4812@mail.com,abc123
REQ-1347,CI-936,OF-005,presencial,reclamo,servicios,limpieza,2023-09-26T22:00:00,2023-10-01T18:00:00,abierto,baja,4,19,136.32,Arequipa,Arequipa,Cayma,-12.007887,-71.346428,user6114@mail.com,910838457
REQ-1348,CI-188,OF-005,email,consulta,servicios,limpieza,2023-12-02T22:00:00,2023-12-06T02:00:00,abierto,media,5,134,163.91,Arequipa,Arequipa,Cayma,-14.479269,-76.579953,user6753@mail.com,956253278
REQ-1349,CI-255,OF-004,email,queja,tributos,arbitrios,2023-10-07T17:00:00,2023-10-12T09:00:00,abierto,media,,151,191.78,La Libertad,Trujillo,Victor Larco,-11.523746,-70.481038,user8880@mail.com,977562496
REQ-1350,CI-204,OF-002,web,queja,salud,citas,2024-04-18T16:00:00,2024-04-22T20:00:00,abierto,critica,1,37,114.99,Lima,Lima,Surco,-13.482131,-74.493333,user6375@mail.com,917245530
REQ-1351,CI-550,OF-005,callcenter,queja,servicios,luz,2023-10-17T01:00:00,2023-10-25T23:00:00,en_proceso,alta,2,217,45.2,Arequipa,Arequipa,Cayma,-14.510012,-70.123247,user9665@mail.com,959144824
REQ-1352,CI-482,OF-005,callcenter,reclamo,servicios,,2024-01-06T12:00:00,2024-01-07T07:00:00,abierto,media,4,146,329.2,Lima,Lima,Miraflores,-13.88436,-74.919949,user7021@mail.com,983483941
REQ-1353,CI-208,OF-004,email,consulta,,predial,2024-08-19T01:00:00,2024-08-25T18:00:00,abierto,alta,2,57,276.25,Lima,Lima,Surco,-15.982099,-77.64276,user250@mail.com,abc123
REQ-1354,CI-419,OF-002,app,queja,salud,citas,2023-09-04T13:00:00,2023-09-03T08:00:00,cerrado,baja,1,227,-50.0,Cusco,Cusco,Wanchaq,-15.720705,,user1274@mail.com,944337526
REQ-1355,CI-806,OF-004,presencial,queja,tributos,arbitrios,2024-07-23T16:00:00,2024-07-24T04:00:00,cerrado,alta,3,235,82.72,Arequipa,Arequipa,Cayma,-13.070561,-72.205722,user3539@mail.com,919015235
REQ-1356,CI-531,OF-003,,reclamo,seguridad,ruidos,2023-01-11T21:00:00,2023-01-13T06:00:00,cerrado,media,2,10,221.92,Lima,Lima,Miraflores,-16.344112,-72.070453,user2446@mail.com,939396033
REQ-1357,CI-932,OF-001,app,consulta,transporte,baches,2024-09-14T01:00:00,2024-09-23T06:00:00,cerrado,media,5,56,41.77,Lima,Lima,Miraflores,-16.433407,-70.920678,user8868@mail.com,947031436
REQ-1358,CI-719,OF-002,presencial,solicitud,salud,vacunas,2023-01-09T09:00:00,2023-01-16T07:00:00,cerrado,baja,2,34,296.28,Cusco,Cusco,Wanchaq,-17.297579,-70.561422,user1925@mail.com,921872853
REQ-1359,CI-388,OF-004,presencial,consulta,tributos,multas,2023-02-28T11:00:00,2023-03-06T04:00:00,abierto,baja,2,209,12.16,La Libertad,Trujillo,Victor Larco,-16.586066,-77.79183,user5994@mail.com,999719331
REQ-1360,CI-451,OF-003,callcenter,queja,seguridad,ruidos,2024-12-15T00:00:00,2024-12-21T03:00:00,en_proceso,alta,5,235,328.96,Arequipa,Arequipa,Cayma,120.123456,-75.424786,user6539@mail.com,989986323
REQ-1361,CI-797,OF-001,web,queja,transporte,baches,2024-06-27T11:00:00,2024-07-07T07:00:00,abierto,alta,1,95,255.46,Cusco,Cusco,Wanchaq,-17.581067,-70.107212,user4602@mail.com,952726287
REQ-1362,CI-147,OF-003,presencial,solicitud,seguridad,ruidos,2023-03-06T00:00:00,2023-03-15T22:00:00,cerrado,baja,5,169,344.43,Lima,Lima,Miraflores,-18.030374,-77.132152,user2920@mail.com,927183032
REQ-1363,CI-947,OF-002,presencial,reclamo,salud,citas,2023-06-04T20:00:00,2023-06-12T06:00:00,cerrado,media,5,49,312.77,Arequipa,Arequipa,Cayma,-14.126911,-78.487182,user5958@mail.com,973576443
REQ-1364,CI-823,OF-001,app,solicitud,transporte,rutas,2023-09-26T17:00:00,2023-09-26T10:00:00,en_proceso,media,2,84,154.92,Lima,Lima,Surco,-17.322138,-76.611618,user3551@mail.com,930503941
